Rk		Name	Team	Age	Pos	GP	G	A	P	PIM	+/-	TOI	ES	PP	SH	ESG	PPG	SHG	GWG	OTG	ESA	PPA	SHA	GWA	OTA	ESP	PPP	SHP	GWP	OTP	PPP%	G/60	A/60	P/60	ESG/60	ESA/60	ESP/60	PPG/60	PPA/60	PPP/60	G/GP	A/GP	P/GP	SHOTS	SH%	HITS	BS	FOW	FOL	FO%
178	CA	Alex Laferriere	LAK	23	F	77	19	23	42	20	22	16:31	14:46	1:41	0:04	17	2	0	4	0	21	2	0	6	0	38	4	0	10	0	9.5%	0.896	1.084	1.980	0.897	1.108	2.005	0.925	0.925	1.851	0.247	0.299	0.545	193	9.8%	124	43	36	61	37.11%
179	CA	Taylor Hall	CAR	33	F	77	18	24	42	36	-14	15:10	13:27	1:42	0:00	13	5	0	3	0	20	4	0	2	0	33	9	0	5	0	21.4%	0.924	1.232	2.157	0.753	1.158	1.911	2.289	1.831	4.120	0.234	0.312	0.545	144	12.5%	43	42	43	50	46.24%
180	CA	Jean-Gabriel Pageau	NYI	32	F	79	14	28	42	23	4	16:59	13:41	1:35	1:42	11	2	1	1	0	22	3	3	4	0	33	5	4	5	0	11.9%	0.626	1.251	1.877	0.610	1.220	1.830	0.959	1.438	2.397	0.177	0.354	0.532	120	11.7%	140	57	589	399	59.62%
181	CA	Nick Paul	TBL	29	F	76	22	19	41	30	13	16:26	14:42	1:07	0:36	20	2	0	3	1	15	3	1	5	0	35	5	1	8	1	12.2%	1.056	0.912	1.969	1.073	0.805	1.878	1.405	2.107	3.512	0.289	0.250	0.539	141	15.6%	66	31	393	393	50.00%
182	CA	Stefan Noesen	NJD	31	F	78	22	19	41	54	-8	15:55	13:10	2:16	0:29	11	11	0	5	1	15	4	0	2	0	26	15	0	7	1	36.6%	1.062	0.917	1.979	0.642	0.876	1.518	3.733	1.357	5.090	0.282	0.244	0.526	165	13.3%	149	26	41	44	48.24%
183	CA	Fabian Zetterlund	OTT	25	F	84	19	22	41	14	7	16:20	14:26	1:52	0:02	14	5	0	0	0	20	2	0	2	1	34	7	0	2	1	17.1%	0.830	0.962	1.792	0.693	0.989	1.682	1.913	0.765	2.679	0.226	0.262	0.488	181	10.5%	154	81	31	21	59.62%
184	CA	Brandon Montour	SEA	30	D	81	18	23	41	70	-22	22:58	20:20	2:25	0:11	13	5	0	4	1	17	6	0	4	2	30	11	0	8	3	26.8%	0.580	0.742	1.322	0.473	0.619	1.092	1.524	1.829	3.353	0.222	0.284	0.506	231	7.8%	84	100	0	0	0.00%
185	CA	Bobby Brink	PHI	23	F	79	12	29	41	22	-11	14:49	12:49	1:58	0:01	10	2	0	2	0	27	2	0	1	0	37	4	0	3	0	9.8%	0.615	1.485	2.100	0.592	1.598	2.190	0.769	0.769	1.539	0.152	0.367	0.519	105	11.4%	98	30	17	40	29.82%
186	CA	Ryan Strome	ANA	31	F	82	10	31	41	70	-3	16:40	14:04	2:27	0:08	10	0	0	3	0	25	6	0	1	0	35	6	0	4	0	14.6%	0.439	1.360	1.798	0.520	1.299	1.819	0.000	1.781	1.781	0.122	0.378	0.500	137	7.3%	52	36	511	715	41.68%
187	CA	Morgan Rielly	TOR	30	D	82	7	34	41	21	-8	21:23	19:21	1:50	0:11	6	1	0	2	1	20	13	1	11	3	26	14	1	13	4	34.1%	0.239	1.163	1.403	0.227	0.756	0.983	0.398	5.179	5.577	0.085	0.415	0.500	126	5.6%	21	131	0	0	0.00%
188	CA	Brett Howden	VGK	26	F	80	23	17	40	46	17	14:51	13:41	0:06	1:03	22	0	1	4	1	17	0	0	3	1	39	0	1	7	2	0.0%	1.161	0.858	2.018	1.205	0.931	2.136	0.000	0.000	0.000	0.288	0.213	0.500	125	18.4%	121	56	272	244	52.71%
189	CA	Evgeny Dadonov	DAL	35	F	80	20	20	40	10	1	13:32	12:32	0:59	0:00	15	5	0	2	0	18	2	0	3	0	33	7	0	5	0	17.5%	1.108	1.108	2.217	0.897	1.077	1.974	3.786	1.515	5.301	0.250	0.250	0.500	123	16.3%	44	39	0	0	0.00%
190	CA	Kiefer Sherwood	VAN	29	F	78	19	21	40	35	-1	14:53	12:35	0:49	1:28	18	0	1	6	1	18	2	1	2	0	36	2	2	8	1	5.0%	0.982	1.085	2.067	1.099	1.099	2.198	0.000	1.865	1.865	0.244	0.269	0.513	141	13.5%	460	30	24	32	42.86%
191	CA	Trevor Moore	LAK	29	F	71	18	22	40	14	17	16:52	13:48	1:15	1:48	16	1	1	2	0	20	2	0	5	0	36	3	1	7	0	7.5%	0.901	1.102	2.003	0.979	1.224	2.202	0.673	1.346	2.019	0.254	0.310	0.563	153	11.8%	71	29	1	11	8.33%
192	CA	Casey Mittelstadt	BOS	26	F	81	15	25	40	24	-29	17:03	14:45	2:17	0:00	12	3	0	3	0	15	10	0	4	0	27	13	0	7	0	32.5%	0.651	1.085	1.736	0.602	0.753	1.355	0.971	3.235	4.206	0.185	0.309	0.494	105	14.3%	30	33	443	560	44.17%
193	CA	Reilly Smith	VGK	33	F	79	13	27	40	24	10	15:26	12:50	0:55	1:40	9	2	2	4	1	22	4	1	7	1	31	6	3	11	2	15.0%	0.639	1.328	1.968	0.533	1.302	1.834	1.639	3.277	4.916	0.165	0.342	0.506	129	10.1%	48	41	4	7	36.36%
194	CA	Dougie Hamilton	NJD	31	D	64	9	31	40	30	8	19:51	16:38	2:54	0:18	4	5	0	3	0	21	10	0	7	1	25	15	0	10	1	37.5%	0.425	1.464	1.889	0.225	1.183	1.409	1.613	3.225	4.838	0.141	0.484	0.625	186	4.8%	73	85	0	0	0.00%
195	CA	Cam Fowler	STL	33	D	68	9	31	40	14	12	21:32	18:46	1:36	1:08	7	2	0	1	1	25	6	0	4	0	32	8	0	5	1	20.0%	0.369	1.270	1.638	0.329	1.174	1.503	1.093	3.280	4.374	0.132	0.456	0.588	88	10.2%	8	87	0	0	0.00%
196	CA	Jake Walman	EDM	28	D	65	7	33	40	42	4	22:46	17:44	2:27	2:34	7	0	0	1	0	24	8	1	3	0	31	8	1	4	0	20.0%	0.284	1.338	1.621	0.364	1.248	1.612	0.000	3.010	3.010	0.108	0.508	0.615	164	4.3%	57	145	0	0	0.00%
197	CA	Owen Power	BUF	22	D	79	7	33	40	16	-13	21:18	18:13	1:36	1:28	6	1	0	0	0	28	5	0	6	2	34	6	0	6	2	15.0%	0.249	1.176	1.425	0.250	1.166	1.416	0.473	2.367	2.841	0.089	0.418	0.506	139	5.0%	26	109	0	0	0.00%
198	CA	Matt Grzelcyk	PIT	30	D	82	1	39	40	16	-6	20:36	17:56	2:04	0:35	1	0	0	0	0	24	15	0	2	0	25	15	0	2	0	37.5%	0.035	1.384	1.420	0.041	0.979	1.020	0.000	5.280	5.280	0.012	0.476	0.488	94	1.1%	43	101	0	0	0.00%
199	CA	Jack Roslovic	CAR	27	F	81	22	17	39	10	-10	13:49	12:21	1:26	0:01	21	1	0	2	0	16	1	0	1	0	37	2	0	3	0	5.1%	1.179	0.911	2.090	1.258	0.958	2.216	0.516	0.516	1.031	0.272	0.210	0.481	139	15.8%	14	23	192	163	54.08%
200	CA	Jack Quinn	BUF	23	F	74	15	24	39	18	-18	14:51	12:32	2:13	0:06	12	3	0	3	0	14	10	0	6	2	26	13	0	9	2	33.3%	0.818	1.309	2.127	0.776	0.906	1.682	1.093	3.643	4.736	0.203	0.324	0.527	123	12.2%	39	23	1	6	14.29%
201	CA	Blake Coleman	CGY	33	F	82	15	24	39	36	-2	17:41	14:15	1:29	1:56	10	4	1	4	0	21	1	2	3	0	31	5	3	7	0	12.8%	0.621	0.993	1.614	0.513	1.078	1.591	1.973	0.493	2.466	0.183	0.293	0.476	194	7.7%	176	66	38	41	48.10%
202	CA	Vince Dunn	SEA	28	D	62	11	28	39	33	-3	22:04	19:26	2:29	0:09	9	2	0	3	1	18	10	0	1	1	27	12	0	4	2	30.8%	0.482	1.227	1.709	0.448	0.896	1.344	0.778	3.889	4.667	0.177	0.452	0.629	137	8.0%	29	79	0	0	0.00%
203	CA	Neal Pionk	WPG	29	D	69	10	29	39	44	21	22:03	18:55	1:22	1:45	6	4	0	2	1	20	8	1	3	0	26	12	1	5	1	30.8%	0.394	1.143	1.537	0.276	0.919	1.194	2.542	5.085	7.627	0.145	0.420	0.565	123	8.1%	113	101	0	0	0.00%
204	CA	Noah Dobson	NYI	24	D	71	10	29	39	28	-16	23:16	19:34	2:59	0:42	9	1	0	1	0	17	11	1	3	0	26	12	1	4	0	30.8%	0.363	1.053	1.416	0.389	0.734	1.123	0.282	3.100	3.382	0.141	0.408	0.549	196	5.1%	56	126	0	0	0.00%
205	CA	Noah Hanifin	VGK	27	D	80	10	29	39	14	8	21:33	19:17	1:18	0:57	8	2	0	2	0	21	8	0	7	1	29	10	0	9	1	25.6%	0.348	1.009	1.357	0.311	0.817	1.128	1.146	4.582	5.728	0.125	0.363	0.488	145	6.9%	42	106	0	0	0.00%
206	CA	Brendan Gallagher	MTL	32	F	82	21	17	38	39	-6	13:54	12:23	1:30	0:00	16	5	0	1	0	15	2	0	3	0	31	7	0	4	0	18.4%	1.104	0.894	1.998	0.945	0.886	1.830	2.417	0.967	3.384	0.256	0.207	0.463	148	14.2%	91	38	0	6	0.00%
207	CA	Michael Bunting	NSH	29	F	76	19	19	38	68	-19	15:31	13:29	2:01	0:00	8	11	0	1	0	13	6	0	3	1	21	17	0	4	1	44.7%	0.966	0.966	1.932	0.468	0.760	1.228	4.280	2.334	6.614	0.250	0.250	0.500	155	12.3%	69	19	5	8	38.46%
208	CA	Logan Stankoven	CAR	21	F	78	14	24	38	18	-1	15:05	13:16	1:48	0:00	12	2	0	5	0	18	6	0	4	0	30	8	0	9	0	21.1%	0.714	1.223	1.937	0.695	1.043	1.738	0.851	2.553	3.405	0.179	0.308	0.487	194	7.2%	48	33	87	106	45.08%
209	CA	Vladislav Namestnikov	WPG	32	F	78	11	27	38	38	20	15:05	13:05	1:16	0:43	9	2	0	1	0	17	9	1	7	2	26	11	1	8	2	28.9%	0.561	1.376	1.937	0.529	0.999	1.527	1.206	5.426	6.632	0.141	0.346	0.487	94	11.7%	84	49	365	426	46.14%
210	CA	Roman Josi	NSH	34	D	53	9	29	38	18	-26	25:01	20:19	3:18	1:23	7	2	0	1	0	14	15	0	4	0	21	17	0	5	0	44.7%	0.407	1.312	1.719	0.390	0.780	1.170	0.683	5.122	5.805	0.170	0.547	0.717	150	6.0%	42	95	0	0	0.00%
211	CA	Bowen Byram	BUF	23	D	82	7	31	38	46	11	22:41	19:45	1:07	1:48	7	0	0	2	0	28	2	1	1	0	35	2	1	3	0	5.3%	0.226	0.999	1.225	0.259	1.037	1.296	0.000	1.297	1.297	0.085	0.378	0.463	94	7.5%	74	116	0	0	0.00%
212	CA	Shane Pinto	OTT	24	F	70	21	16	37	26	10	17:33	14:26	1:06	1:59	17	1	3	5	0	13	1	2	9	2	30	2	5	14	2	5.4%	1.025	0.781	1.806	1.008	0.771	1.780	0.768	0.768	1.536	0.300	0.229	0.529	127	16.5%	73	56	444	442	50.11%
213	CA	Marco Kasper	DET	20	F	77	19	18	37	34	1	15:27	13:45	1:07	0:34	17	2	0	3	1	16	2	0	3	1	33	4	0	6	2	10.8%	0.958	0.908	1.866	0.963	0.906	1.869	1.391	1.391	2.783	0.247	0.234	0.481	145	13.1%	156	48	281	345	44.89%
214	CA	Alex Killorn	ANA	35	F	82	19	18	37	30	12	17:16	13:22	1:59	1:55	18	0	1	5	1	14	3	1	3	0	32	3	2	8	1	8.1%	0.805	0.762	1.567	0.985	0.766	1.752	0.000	1.106	1.106	0.232	0.220	0.451	134	14.2%	77	23	8	13	38.10%
215	CA	Frederick Gaudreau	MIN	31	F	82	18	19	37	8	-2	15:39	12:41	1:10	1:47	13	5	0	2	0	19	0	0	2	0	32	5	0	4	0	13.5%	0.841	0.888	1.729	0.750	1.096	1.846	3.094	0.000	3.094	0.220	0.232	0.451	110	16.4%	47	61	529	568	48.22%
216	CA	Nino Niederreiter	WPG	32	F	82	17	20	37	24	16	14:51	13:30	1:20	0:00	13	4	0	3	0	13	7	0	2	0	26	11	0	5	0	29.7%	0.838	0.985	1.823	0.704	0.704	1.408	2.188	3.829	6.016	0.207	0.244	0.451	150	11.3%	151	39	20	26	43.48%
217	CA	Noah Cates	PHI	25	F	78	16	21	37	14	3	15:52	13:19	0:59	1:33	15	1	0	2	0	19	2	0	2	1	34	3	0	4	1	8.1%	0.775	1.017	1.793	0.866	1.096	1.962	0.773	1.545	2.318	0.205	0.269	0.474	110	14.6%	87	54	493	612	44.62%
218	CA	Morgan Frost	CGY	25	F	81	14	23	37	22	-17	15:45	13:12	2:32	0:00	12	2	0	2	0	10	13	0	4	0	22	15	0	6	0	40.5%	0.658	1.081	1.740	0.673	0.561	1.234	0.585	3.800	4.384	0.173	0.284	0.457	144	9.7%	69	60	529	504	51.21%
219	CA	Jonathan Drouin	COL	29	F	43	11	26	37	6	4	18:10	15:05	3:04	0:01	8	3	0	2	0	17	9	0	3	0	25	12	0	5	0	32.4%	0.844	1.995	2.839	0.740	1.572	2.311	1.364	4.091	5.455	0.256	0.605	0.860	56	19.6%	14	12	9	13	40.91%
220	CA	Andrei Kuzmenko	LAK	28	F	66	11	26	37	14	-6	15:37	12:51	2:45	0:00	7	4	0	4	0	17	9	0	3	0	24	13	0	7	0	35.1%	0.640	1.512	2.152	0.495	1.202	1.697	1.318	2.965	4.282	0.167	0.394	0.561	83	13.3%	19	22	1	0	100.00%
221	CA	Andre Burakovsky	SEA	29	F	79	10	27	37	12	-3	14:25	12:48	1:36	0:00	10	0	0	1	0	19	8	0	2	0	29	8	0	3	0	21.6%	0.527	1.422	1.948	0.593	1.126	1.719	0.000	3.779	3.779	0.127	0.342	0.468	115	8.7%	33	27	3	3	50.00%
222	CA	Darren Raddysh	TBL	28	D	73	6	31	37	14	9	17:17	15:23	1:46	0:08	4	2	0	0	0	24	7	0	3	0	28	9	0	3	0	24.3%	0.285	1.473	1.758	0.214	1.282	1.495	0.925	3.238	4.163	0.082	0.425	0.507	108	5.6%	38	68	0	0	0.00%
223	CA	Zachary Bolduc	STL	21	F	72	19	17	36	37	20	12:48	11:29	1:18	0:00	12	7	0	0	0	12	5	0	1	0	24	12	0	1	0	33.3%	1.236	1.106	2.343	0.870	0.870	1.740	4.474	3.195	7.669	0.264	0.236	0.500	120	15.8%	108	36	5	9	35.71%
224	CA	Dawson Mercer	NJD	23	F	82	19	17	36	16	4	17:53	14:22	1:33	1:57	12	6	1	3	0	15	2	0	6	1	27	8	1	9	1	22.2%	0.777	0.696	1.473	0.611	0.764	1.375	2.819	0.940	3.759	0.232	0.207	0.439	141	13.5%	41	60	96	141	40.51%
225	CA	Colton Parayko	STL	31	D	64	16	20	36	8	12	23:45	21:03	0:30	2:10	14	1	1	4	1	19	0	1	3	2	33	1	2	7	3	2.8%	0.632	0.789	1.421	0.623	0.846	1.469	1.818	0.000	1.818	0.250	0.313	0.563	125	12.8%	92	149	0	0	0.00%
226	CA	James van Riemsdyk	CBJ	35	F	71	16	20	36	23	-4	12:23	11:34	0:49	0:00	15	1	0	2	0	19	1	0	2	0	34	2	0	4	0	5.6%	1.090	1.363	2.454	1.096	1.388	2.484	1.018	1.018	2.036	0.225	0.282	0.507	85	18.8%	31	16	6	14	30.00%
227	CA	Jordan Martinook	CAR	32	F	79	15	21	36	18	16	15:17	13:04	0:03	2:10	15	0	0	3	0	20	0	1	3	0	35	0	1	6	0	0.0%	0.745	1.043	1.787	0.872	1.162	2.034	0.000	0.000	0.000	0.190	0.266	0.456	112	13.4%	84	52	35	37	48.61%
228	CA	Jordan Staal	CAR	36	F	75	13	23	36	16	15	15:26	13:05	0:05	2:15	11	0	2	3	0	23	0	0	4	0	34	0	2	7	0	0.0%	0.674	1.192	1.866	0.672	1.406	2.079	0.000	0.000	0.000	0.173	0.307	0.480	107	12.2%	138	43	724	605	54.48%
229	CA	Jake Evans	MTL	28	F	82	13	23	36	10	1	15:33	12:40	0:02	2:50	10	0	3	5	0	20	0	3	2	1	30	0	6	7	1	0.0%	0.612	1.082	1.694	0.577	1.154	1.731	0.000	0.000	0.000	0.159	0.280	0.439	80	16.3%	124	60	593	529	52.85%
230	CA	Seth Jones	FLA	30	D	63	9	27	36	22	-24	24:38	19:32	2:30	2:35	4	5	0	2	0	13	14	0	3	2	17	19	0	5	2	52.8%	0.348	1.044	1.391	0.195	0.634	0.829	1.900	5.319	7.218	0.143	0.429	0.571	129	7.0%	96	109	0	0	0.00%
231	CA	Eeli Tolvanen	SEA	25	F	81	23	12	35	23	3	14:19	12:59	0:47	0:31	21	2	0	3	0	9	3	0	2	0	30	5	0	5	0	14.3%	1.190	0.621	1.810	1.197	0.513	1.709	1.869	2.803	4.672	0.284	0.148	0.432	137	16.8%	237	65	5	6	45.45%
232	CA	Joshua Norris	BUF	25	F	56	21	14	35	44	-6	18:20	13:06	3:00	2:13	12	6	3	5	1	8	5	1	3	1	20	11	4	8	2	31.4%	1.226	0.818	2.044	0.980	0.654	1.634	2.141	1.784	3.925	0.375	0.250	0.625	96	21.9%	135	47	413	354	53.85%
233	CA	Charlie Coyle	COL	32	F	83	17	18	35	24	-9	16:59	13:11	1:48	1:59	13	3	1	3	0	14	4	0	1	0	27	7	1	4	0	20.0%	0.723	0.766	1.489	0.713	0.768	1.480	1.199	1.599	2.798	0.205	0.217	0.422	115	14.8%	108	61	374	395	48.63%
234	CA	Nick Foligno	CHI	37	F	78	15	20	35	48	-17	15:55	13:11	0:29	2:13	11	2	2	1	0	18	2	0	1	0	29	4	2	2	0	11.4%	0.725	0.966	1.691	0.641	1.049	1.690	3.089	3.089	6.178	0.192	0.256	0.449	104	14.4%	199	34	341	363	48.44%
235	CA	Alexander Wennberg	SJS	30	F	77	10	25	35	14	-21	18:51	14:38	2:47	1:25	7	3	0	2	2	18	7	0	1	0	25	10	0	3	2	28.6%	0.413	1.033	1.446	0.373	0.958	1.331	0.836	1.952	2.788	0.130	0.325	0.455	82	12.2%	30	80	508	561	47.52%
236	CA	Maxim Tsyplakov	NYI	26	F	77	10	25	35	39	4	14:58	13:26	1:31	0:00	9	1	0	1	0	23	2	0	3	0	32	3	0	4	0	8.6%	0.521	1.302	1.822	0.522	1.333	1.855	0.512	1.024	1.536	0.130	0.325	0.455	116	8.6%	139	40	10	13	43.48%
237	CA	Valeri Nichushkin	COL	29	F	43	21	13	34	8	11	19:44	15:24	3:02	1:17	16	5	0	0	0	10	3	0	3	0	26	8	0	3	0	23.5%	1.484	0.919	2.403	1.450	0.906	2.356	2.290	1.374	3.664	0.488	0.302	0.791	118	17.8%	55	21	3	3	50.00%
238	CA	Bobby McMann	TOR	28	F	74	20	14	34	27	12	14:29	13:16	1:11	0:01	17	3	0	5	0	11	3	0	3	0	28	6	0	8	0	17.6%	1.119	0.783	1.902	1.039	0.672	1.710	2.042	2.042	4.084	0.270	0.189	0.459	169	11.8%	136	23	4	17	19.05%
239	CA	Ilya Mikheyev	CHI	30	F	80	20	14	34	16	4	15:40	13:31	0:10	1:58	17	0	3	3	0	14	0	0	0	0	31	0	3	3	0	0.0%	0.957	0.670	1.627	0.943	0.777	1.720	0.000	0.000	0.000	0.250	0.175	0.425	138	14.5%	34	15	1	11	8.33%
240	CA	Jackson Blake	CAR	21	F	80	17	17	34	30	10	13:50	11:45	2:05	0:00	12	5	0	6	0	15	2	0	7	1	27	7	0	13	1	20.6%	0.921	0.921	1.842	0.766	0.957	1.723	1.796	0.718	2.514	0.213	0.213	0.425	142	12.0%	19	30	15	15	50.00%
241	CA	Adam Lowry	WPG	31	F	73	16	18	34	28	18	15:25	13:24	0:03	1:57	16	0	0	4	1	16	0	2	4	1	32	0	2	8	2	0.0%	0.852	0.959	1.811	0.981	0.981	1.962	0.000	0.000	0.000	0.219	0.247	0.466	99	16.2%	140	60	615	573	51.77%
242	CA	Ridly Greig	OTT	22	F	78	13	21	34	60	-11	17:04	13:29	1:49	1:45	8	3	2	2	0	13	6	2	3	0	21	9	4	5	0	26.5%	0.585	0.946	1.531	0.456	0.741	1.197	1.265	2.530	3.795	0.167	0.269	0.436	119	10.9%	138	47	208	172	54.74%
243	CA	Marcus Johansson	MIN	34	F	72	11	23	34	12	-7	16:23	14:58	1:17	0:07	9	1	1	1	0	18	5	0	6	1	27	6	1	7	1	17.6%	0.560	1.170	1.729	0.501	1.001	1.502	0.648	3.242	3.890	0.153	0.319	0.472	121	9.1%	49	25	5	15	25.00%
244	CA	Patrik Laine	MTL	26	F	52	20	13	33	14	-14	14:18	11:20	2:57	0:00	5	15	0	5	1	9	4	0	0	0	14	19	0	5	1	57.6%	1.613	1.048	2.661	0.508	0.915	1.424	5.850	1.560	7.410	0.385	0.250	0.635	116	17.2%	26	28	11	14	44.00%
245	CA	Jesperi Kotkaniemi	CAR	24	F	78	12	21	33	50	9	14:03	12:39	1:20	0:03	12	0	0	1	0	20	1	0	4	0	32	1	0	5	0	3.0%	0.657	1.149	1.806	0.730	1.216	1.946	0.000	0.572	0.572	0.154	0.269	0.423	115	10.4%	66	28	367	342	51.76%
246	CA	Christian Dvorak	MTL	28	F	82	12	21	33	16	-5	15:14	12:35	0:23	2:15	11	1	0	0	0	20	1	0	1	0	31	2	0	1	0	6.1%	0.576	1.008	1.584	0.639	1.162	1.801	1.855	1.855	3.709	0.146	0.256	0.402	104	11.5%	44	74	591	469	55.75%
247	CA	Cole Sillinger	CBJ	21	F	66	11	22	33	35	-11	16:54	14:07	1:23	1:23	8	2	1	2	1	20	1	1	4	2	28	3	2	6	3	9.1%	0.591	1.182	1.774	0.515	1.287	1.801	1.311	0.655	1.966	0.167	0.333	0.500	129	8.5%	74	36	300	350	46.15%
248	CA	Vladimir Tarasenko	DET	33	F	80	11	22	33	6	-13	14:46	13:14	1:30	0:02	10	1	0	1	0	15	7	0	2	0	25	8	0	3	0	24.2%	0.558	1.116	1.674	0.567	0.850	1.417	0.498	3.485	3.983	0.138	0.275	0.413	133	8.3%	63	35	0	2	0.00%
249	CA	Brady Skjei	NSH	30	D	82	10	23	33	42	-24	21:53	17:59	1:27	2:26	8	2	0	1	0	15	8	0	4	2	23	10	0	5	2	30.3%	0.334	0.769	1.103	0.325	0.610	0.936	1.001	4.006	5.007	0.122	0.280	0.402	156	6.4%	51	93	0	0	0.00%
250	CA	Mattias Ekholm	EDM	34	D	65	9	24	33	30	11	22:11	19:07	0:58	2:05	6	3	0	1	1	20	4	0	3	1	26	7	0	4	2	21.2%	0.374	0.998	1.372	0.290	0.965	1.255	2.829	3.773	6.602	0.138	0.369	0.508	143	6.3%	42	95	0	0	0.00%
251	CA	Max Domi	TOR	29	F	74	8	25	33	76	5	14:10	12:57	1:12	0:00	8	0	0	1	0	18	7	0	5	0	26	7	0	6	0	21.2%	0.458	1.430	1.888	0.501	1.126	1.627	0.000	4.726	4.726	0.108	0.338	0.446	93	8.6%	31	30	273	271	50.18%
252	CA	Ivan Provorov	CBJ	27	D	82	7	26	33	31	11	23:21	19:47	0:58	2:36	5	1	1	0	0	22	2	2	3	2	27	3	3	3	2	9.1%	0.219	0.815	1.034	0.185	0.814	0.999	0.756	1.513	2.269	0.085	0.317	0.402	100	7.0%	28	127	0	0	0.00%
253	CA	Filip Hronek	VAN	27	D	61	5	28	33	40	0	23:53	19:47	1:46	2:18	5	0	0	0	0	21	7	0	4	0	26	7	0	4	0	21.2%	0.206	1.153	1.358	0.248	1.043	1.292	0.000	3.861	3.861	0.082	0.459	0.541	83	6.0%	89	75	1	0	100.00%
254	CA	Darnell Nurse	EDM	29	D	76	5	28	33	72	11	22:22	19:37	1:01	1:43	4	0	1	1	1	26	2	0	5	0	30	2	1	6	1	6.1%	0.176	0.988	1.165	0.161	1.046	1.207	0.000	1.541	1.541	0.066	0.368	0.434	188	2.7%	161	136	0	0	0.00%
255	CA	Mason Lohrei	BOS	23	D	77	5	28	33	16	-43	19:31	17:06	2:05	0:20	4	1	0	0	0	13	15	0	5	2	17	16	0	5	2	48.5%	0.200	1.117	1.317	0.182	0.592	0.774	0.373	5.597	5.970	0.065	0.364	0.429	92	5.4%	25	103	0	0	0.00%
256	CA	Brandt Clarke	LAK	21	D	78	5	28	33	46	13	16:16	14:26	1:46	0:03	3	2	0	0	0	21	7	0	8	2	24	9	0	8	2	27.3%	0.236	1.323	1.559	0.160	1.118	1.278	0.867	3.033	3.900	0.064	0.359	0.423	131	3.8%	22	121	0	0	0.00%
257	CA	Alex Pietrangelo	VGK	34	D	71	4	29	33	16	11	22:24	19:25	0:53	2:04	4	0	0	1	0	25	2	2	7	0	29	2	2	8	0	6.1%	0.151	1.094	1.245	0.174	1.088	1.262	0.000	1.882	1.882	0.056	0.408	0.465	123	3.3%	41	139	0	0	0.00%
258	CA	Aaron Ekblad	FLA	28	D	56	3	30	33	53	11	23:30	18:23	2:40	2:26	3	0	0	2	0	17	11	2	6	1	20	11	2	8	1	33.3%	0.137	1.367	1.504	0.175	0.990	1.165	0.000	4.397	4.397	0.054	0.536	0.589	106	2.8%	90	64	0	0	0.00%
259	CA	Mathieu Olivier	CBJ	27	F	82	18	14	32	139	-4	14:27	13:17	0:14	0:55	17	0	1	5	0	13	0	1	1	0	30	0	2	6	0	0.0%	0.911	0.708	1.619	0.936	0.715	1.651	0.000	0.000	0.000	0.220	0.171	0.390	111	16.2%	306	80	14	22	38.89%
260	CA	Yegor Sharangovich	CGY	26	F	73	17	15	32	8	-9	16:39	13:47	2:09	0:43	11	5	1	2	0	12	3	0	1	0	23	8	1	3	0	25.0%	0.839	0.740	1.579	0.656	0.715	1.371	1.911	1.147	3.058	0.233	0.205	0.438	128	13.3%	14	31	146	171	46.06%
261	CA	Mikael Backlund	CGY	35	F	76	15	17	32	32	4	18:44	14:39	1:47	2:18	13	1	1	3	0	12	5	0	2	0	25	6	1	5	0	18.8%	0.632	0.716	1.348	0.701	0.647	1.347	0.442	2.210	2.653	0.197	0.224	0.421	175	8.6%	40	51	703	749	48.42%
262	CA	Evan Rodrigues	FLA	31	F	82	15	17	32	38	-4	15:13	13:44	1:26	0:01	11	4	0	1	0	14	3	0	0	0	25	7	0	1	0	21.9%	0.721	0.817	1.539	0.586	0.745	1.331	2.030	1.522	3.552	0.183	0.207	0.390	161	9.3%	128	23	127	155	45.04%
263	CA	Eric Robinson	CAR	29	F	82	14	18	32	10	14	12:15	11:28	0:01	0:45	14	0	0	1	0	18	0	0	1	0	32	0	0	2	0	0.0%	0.835	1.074	1.910	0.892	1.147	2.039	0.000	0.000	0.000	0.171	0.220	0.390	110	12.7%	123	16	7	26	21.21%
264	CA	Trevor Zegras	ANA	23	F	57	12	20	32	23	-8	17:02	14:32	2:29	0:00	11	1	0	1	0	17	3	0	7	0	28	4	0	8	0	12.5%	0.741	1.236	1.977	0.796	1.231	2.027	0.422	1.265	1.686	0.211	0.351	0.561	98	12.2%	50	27	68	118	36.56%
265	CA	J.T. Compher	DET	29	F	76	11	21	32	24	-7	16:40	13:40	1:26	1:33	6	5	0	3	0	17	4	0	4	0	23	9	0	7	0	28.1%	0.521	0.994	1.514	0.346	0.981	1.328	2.740	2.192	4.932	0.145	0.276	0.421	98	11.2%	29	64	457	556	45.11%
266	CA	Luke Evangelista	NSH	22	F	68	10	22	32	22	-2	13:52	12:35	1:16	0:00	9	1	0	1	0	18	4	0	3	0	27	5	0	4	0	15.6%	0.636	1.399	2.035	0.630	1.261	1.891	0.692	2.769	3.461	0.147	0.324	0.471	134	7.5%	28	13	0	3	0.00%
